DateRepConf,HealthStatus,Count
2020-06-12,DIED,29
2020-09-26,DIED,57
2020-08-30,DIED,68
2020-08-14,DIED,92
2021-07-27,ACTIVE,23
2021-02-22,DIED,31
2021-03-25,DIED,108
2021-03-06,ACTIVE,7
2021-05-10,DIED,137
2020-09-23,DIED,69
2021-02-02,ACTIVE,2
2020-12-22,ACTIVE,9
2020-12-25,ACTIVE,2
2021-06-13,ACTIVE,10
2020-12-01,DIED,22
2020-05-29,DIED,31
2020-10-07,DIED,55
2021-04-04,ACTIVE,22
2021-06-02,ACTIVE,21
2020-07-29,DIED,33
2021-05-18,DIED,98
2021-03-01,DIED,44
2021-03-07,ACTIVE,12
2021-02-06,DIED,37
2021-05-19,DIED,108
2021-05-06,DIED,131
2021-05-11,DIED,84
2021-07-24,DIED,107
2020-10-03,DIED,60
2020-09-29,DIED,34
2020-04-10,DIED,14
2020-05-26,DIED,6
2021-07-03,DIED,99
2020-11-13,ACTIVE,7
2020-10-16,DIED,53
2020-10-29,DIED,52
2021-02-05,DIED,30
2021-03-13,DIED,52
2021-01-13,ACTIVE,6
2021-06-23,DIED,79
2021-06-17,DIED,96
2021-04-02,ACTIVE,34
2020-12-27,ACTIVE,5
2021-04-03,ACTIVE,17
2021-01-10,DIED,44
2021-02-18,DIED,28
2020-10-17,DIED,43
2021-01-01,DIED,39
2021-07-29,ACTIVE,35
2021-03-07,DIED,33
2020-06-30,ACTIVE,6
2020-12-12,DIED,35
2021-04-06,ACTIVE,13
2021-03-28,ACTIVE,13
2021-04-06,DIED,170
2021-06-19,ACTIVE,18
2020-08-07,ACTIVE,10
2020-03-20,RECOVERED,12
2021-05-03,ACTIVE,21
2021-06-27,ACTIVE,14
2021-05-12,ACTIVE,15
2020-03-26,RECOVERED,53
2021-03-06,DIED,52
2020-06-11,DIED,29
2020-07-01,DIED,41
2020-06-27,DIED,20
2021-01-20,DIED,30
2021-03-31,ACTIVE,14
2021-03-02,DIED,33
2021-03-29,DIED,124
2020-08-13,DIED,76
2020-05-27,DIED,18
2020-05-28,DIED,23
2020-10-27,DIED,30
2021-07-31,DIED,89
2021-03-09,DIED,33
2020-08-29,DIED,82
2020-12-02,DIED,30
2020-11-10,DIED,22
2020-08-03,DIED,63
2020-06-20,ACTIVE,3
2020-05-25,DIED,27
2021-06-17,ACTIVE,16
2020-10-31,DIED,41
2020-06-18,DIED,42
2020-06-02,DIED,22
2021-06-12,ACTIVE,18
2020-04-03,DIED,76
2020-04-29,DIED,15
2021-05-14,ACTIVE,17
2020-08-20,DIED,92
2020-10-14,DIED,53
2020-10-20,DIED,41
2021-02-27,ACTIVE,5
2020-12-22,DIED,21
2020-11-21,DIED,34
2021-06-05,ACTIVE,36
2020-09-28,DIED,49
2021-05-08,ACTIVE,18
2020-03-29,DIED,55
2021-02-08,ACTIVE,5
2020-03-24,RECOVERED,77
2021-03-14,DIED,75
2020-10-04,ACTIVE,9
2020-03-24,DIED,12
2020-09-25,ACTIVE,8
2020-07-16,DIED,81
2021-07-14,DIED,75
2020-05-31,ACTIVE,3
2020-04-02,DIED,50
2020-09-28,ACTIVE,4
2020-10-09,DIED,55
2020-04-27,DIED,14
2020-04-17,DIED,18
2020-05-31,DIED,20
2020-07-24,DIED,87
2020-07-26,DIED,48
2020-04-23,DIED,11
2020-03-30,DIED,29
2021-07-24,ACTIVE,29
2021-08-06,DIED,72
2020-11-15,DIED,38
2020-12-08,ACTIVE,4
2020-10-07,ACTIVE,11
2020-07-20,ACTIVE,8
2020-09-16,DIED,90
2021-02-21,DIED,30
2020-09-21,DIED,52
2020-11-24,ACTIVE,3
2020-09-12,DIED,65
2020-03-18,DIED,3
2020-10-05,DIED,50
2020-10-26,DIED,49
2021-06-04,ACTIVE,36
2021-06-15,ACTIVE,13
2020-07-09,DIED,35
2020-07-16,ACTIVE,14
2021-08-12,DIED,42
2021-07-01,ACTIVE,33
2021-07-04,ACTIVE,35
2021-08-14,RECOVERED,119
2021-07-23,ACTIVE,6
2020-11-19,ACTIVE,4
2021-05-27,ACTIVE,9
2020-08-01,DIED,85
2021-06-15,DIED,77
2020-08-06,ACTIVE,16
2021-03-22,DIED,95
2020-09-22,DIED,38
2020-11-03,ACTIVE,7
2021-04-12,ACTIVE,7
2021-07-08,ACTIVE,14
2020-09-30,ACTIVE,8
2020-12-15,ACTIVE,10
2021-03-19,ACTIVE,7
2020-07-18,DIED,49
2021-04-08,ACTIVE,14
2021-01-29,DIED,37
2020-11-25,ACTIVE,6
2021-06-29,ACTIVE,5
2021-01-19,DIED,30
2021-01-08,ACTIVE,5
2020-07-01,ACTIVE,3
2020-08-16,ACTIVE,12
2020-04-01,DIED,34
2021-03-04,ACTIVE,9
2021-02-17,DIED,31
2021-06-21,ACTIVE,28
2021-04-25,ACTIVE,13
2021-05-10,ACTIVE,19
2021-03-23,ACTIVE,9
2020-03-16,RECOVERED,2
2020-05-06,DIED,19
2021-06-28,ACTIVE,7
2020-11-21,ACTIVE,6
2021-05-07,ACTIVE,15
2020-11-09,ACTIVE,6
2020-07-21,DIED,29
2020-08-13,ACTIVE,30
2020-09-16,ACTIVE,5
2020-12-20,DIED,37
2021-02-26,DIED,50
2021-03-16,DIED,71
2020-05-05,DIED,12
2021-05-09,ACTIVE,16
2020-11-25,DIED,28
2020-10-18,DIED,42
2020-03-09,RECOVERED,12
2020-06-04,DIED,14
2020-04-20,DIED,20
2020-04-04,DIED,14
2020-12-02,ACTIVE,3
2020-05-17,DIED,14
2020-11-18,DIED,37
2021-05-30,ACTIVE,15
2021-01-11,ACTIVE,6
2020-08-09,ACTIVE,6
2021-07-30,ACTIVE,53
2021-07-23,DIED,44
2021-05-25,DIED,80
2020-08-14,ACTIVE,12
2021-03-18,DIED,75
2020-12-18,DIED,31
2020-04-18,DIED,28
2020-12-07,DIED,30
2020-11-03,DIED,48
2021-08-09,DIED,38
2020-12-25,DIED,35
2021-08-13,RECOVERED,89
2020-12-21,DIED,31
2021-07-11,ACTIVE,4
2021-07-19,ACTIVE,11
2020-10-04,DIED,48
2021-01-26,DIED,33
2020-06-22,DIED,30
2020-12-29,DIED,33
2020-12-06,DIED,37
2021-04-29,ACTIVE,21
2021-05-13,ACTIVE,13
2020-11-02,DIED,54
2021-01-13,DIED,44
2021-03-25,ACTIVE,11
2020-09-24,DIED,41
2020-12-05,DIED,37
2020-11-08,DIED,54
2020-04-30,DIED,15
2020-07-22,DIED,32
2021-01-30,ACTIVE,5
2021-05-06,ACTIVE,21
2020-11-16,DIED,39
2021-01-31,DIED,41
2020-03-26,DIED,17
2021-05-19,ACTIVE,19
2020-12-11,DIED,28
2020-05-21,DIED,8
2021-05-18,ACTIVE,6
2021-06-10,ACTIVE,13
2021-01-04,DIED,25
2021-05-17,ACTIVE,10
2020-03-23,DIED,19
2021-01-12,ACTIVE,7
2020-08-15,ACTIVE,15
2021-05-31,ACTIVE,17
2020-11-02,ACTIVE,11
2020-09-24,ACTIVE,7
2020-09-08,ACTIVE,5
2021-07-26,ACTIVE,16
2020-07-08,ACTIVE,8
2020-09-10,ACTIVE,4
2021-02-21,ACTIVE,7
2021-01-28,DIED,27
2021-03-13,ACTIVE,11
2021-02-02,DIED,27
2021-08-15,DIED,23
2021-07-07,ACTIVE,25
2021-01-11,DIED,41
2020-07-12,ACTIVE,6
2020-07-21,ACTIVE,10
2020-11-04,DIED,27
2020-10-15,ACTIVE,4
2020-09-04,ACTIVE,10
2021-04-26,ACTIVE,15
2021-07-04,DIED,71
2020-08-02,ACTIVE,13
2021-04-17,ACTIVE,16
2021-04-23,ACTIVE,24
2021-08-04,ACTIVE,29
2021-03-05,DIED,36
2020-06-24,ACTIVE,3
2021-03-12,ACTIVE,8
2020-08-05,ACTIVE,17
2020-07-10,DIED,27
2020-07-23,ACTIVE,6
2020-04-26,ACTIVE,1
2020-06-15,DIED,19
2020-07-05,ACTIVE,3
2020-05-04,ACTIVE,4
2021-01-20,ACTIVE,6
2020-05-09,DIED,6
2020-05-24,DIED,13
2020-03-15,RECOVERED,23
2020-09-13,ACTIVE,11
2020-12-24,DIED,31
2020-12-03,DIED,34
2020-08-30,ACTIVE,18
2021-02-12,DIED,36
2021-02-25,DIED,38
2021-01-17,ACTIVE,4
2021-03-04,DIED,37
2020-08-17,ACTIVE,5
2021-07-10,ACTIVE,10
2020-05-14,DIED,11
2020-07-11,ACTIVE,6
2020-05-07,DIED,11
2020-11-29,DIED,24
2021-01-16,ACTIVE,9
2021-01-24,ACTIVE,5
2021-07-06,ACTIVE,32
2020-12-17,ACTIVE,9
2021-02-19,DIED,39
2021-06-18,ACTIVE,25
2021-05-23,ACTIVE,15
2021-06-26,ACTIVE,19
2020-10-24,ACTIVE,6
2021-04-27,ACTIVE,15
2021-03-28,DIED,106
2020-07-26,ACTIVE,8
2021-06-11,ACTIVE,16
2020-03-14,DIED,3
2020-04-17,ACTIVE,2
2020-11-23,DIED,20
2020-04-24,DIED,7
2021-07-25,DIED,67
2021-07-22,ACTIVE,5
2020-04-12,DIED,19
2020-06-21,DIED,37
2021-07-25,ACTIVE,10
2021-08-03,ACTIVE,21
2020-05-11,DIED,16
2020-07-08,DIED,41
2020-06-01,ACTIVE,2
2021-02-19,ACTIVE,5
2021-08-02,ACTIVE,21
2020-06-22,ACTIVE,1
2020-06-28,DIED,26
2021-02-09,DIED,28
2020-10-11,ACTIVE,18
2021-06-22,ACTIVE,9
2021-03-08,DIED,35
2021-06-22,DIED,47
2020-08-05,DIED,45
2020-11-08,ACTIVE,7
2021-02-15,DIED,33
2021-04-10,ACTIVE,9
2020-12-14,ACTIVE,10
2020-05-18,DIED,8
2020-03-13,RECOVERED,10
2021-04-19,ACTIVE,12
2021-03-03,DIED,32
2020-06-25,DIED,22
2021-01-23,DIED,30
2020-03-27,DIED,24
2020-12-27,DIED,22
2020-11-07,ACTIVE,7
2021-03-05,ACTIVE,7
2021-01-02,DIED,27
2021-05-24,ACTIVE,12
2021-01-21,ACTIVE,1
2020-12-15,DIED,17
2021-07-15,ACTIVE,30
2020-08-03,ACTIVE,9
2020-08-23,ACTIVE,5
2021-02-11,ACTIVE,5
2020-03-12,DIED,1
2020-05-13,DIED,13
2021-05-29,ACTIVE,14
2021-02-09,ACTIVE,2
2021-05-21,ACTIVE,21
2020-10-16,ACTIVE,4
2020-10-26,ACTIVE,7
2020-05-29,ACTIVE,1
2020-06-10,DIED,10
2020-05-03,DIED,8
2021-04-20,ACTIVE,17
2020-04-15,DIED,17
2020-03-25,DIED,15
2020-08-12,ACTIVE,17
2020-06-01,DIED,20
2020-07-24,ACTIVE,7
2021-03-21,ACTIVE,9
2020-11-16,ACTIVE,3
2020-07-17,ACTIVE,4
2020-11-17,DIED,31
2020-07-30,ACTIVE,18
2021-02-08,DIED,31
2020-12-10,DIED,30
2020-07-14,DIED,14
2020-10-18,ACTIVE,5
2020-06-12,ACTIVE,5
2020-05-11,ACTIVE,2
2021-05-05,ACTIVE,39
2020-03-19,RECOVERED,12
2021-03-03,ACTIVE,9
2021-02-28,ACTIVE,12
2020-07-19,DIED,41
2020-09-11,ACTIVE,5
2020-05-12,DIED,13
2020-12-11,ACTIVE,7
2020-10-14,ACTIVE,14
2021-01-18,ACTIVE,5
2020-12-06,ACTIVE,7
2020-10-29,ACTIVE,18
2021-07-28,ACTIVE,23
2021-04-05,ACTIVE,16
2020-12-09,ACTIVE,5
2020-09-03,ACTIVE,12
2021-04-16,ACTIVE,11
2021-06-14,ACTIVE,6
2021-04-13,ACTIVE,13
2021-01-12,DIED,27
2021-05-02,ACTIVE,13
2020-09-15,ACTIVE,5
2020-11-11,DIED,36
2020-11-29,ACTIVE,2
2020-06-11,ACTIVE,2
2020-03-07,DIED,1
2020-04-05,DIED,17
2020-12-28,ACTIVE,4
2020-09-07,ACTIVE,4
2020-04-08,ACTIVE,1
2021-06-01,ACTIVE,13
2020-09-17,ACTIVE,10
2021-03-17,ACTIVE,9
2020-11-18,ACTIVE,6
2020-06-18,ACTIVE,4
2021-03-26,ACTIVE,13
2021-01-15,ACTIVE,10
2020-06-13,DIED,18
2021-03-15,ACTIVE,8
2020-04-16,DIED,4
2020-07-18,ACTIVE,13
2020-08-22,ACTIVE,10
2021-06-08,ACTIVE,9
2020-03-11,RECOVERED,13
2020-12-08,DIED,18
2021-03-22,ACTIVE,7
2020-06-27,ACTIVE,2
2020-03-06,RECOVERED,1
2020-07-13,DIED,22
2020-05-19,DIED,9
2021-01-07,DIED,33
2020-08-24,ACTIVE,11
2020-12-13,DIED,15
2020-12-01,ACTIVE,2
2020-04-14,ACTIVE,2
2020-07-25,ACTIVE,8
2020-06-17,DIED,15
2021-01-14,ACTIVE,7
2021-07-02,ACTIVE,17
2021-03-29,ACTIVE,10
2020-06-06,ACTIVE,1
2020-07-29,ACTIVE,9
2020-11-12,ACTIVE,4
2021-06-06,ACTIVE,34
2021-03-24,ACTIVE,9
2021-05-22,ACTIVE,7
2021-02-24,ACTIVE,6
2020-10-13,ACTIVE,3
2021-07-09,ACTIVE,10
2020-10-21,ACTIVE,3
2020-06-25,ACTIVE,2
2020-04-03,ACTIVE,3
2020-06-08,ACTIVE,2
2020-03-18,RECOVERED,12
2020-08-25,ACTIVE,5
2020-10-31,ACTIVE,10
2021-01-05,ACTIVE,10
2020-06-16,ACTIVE,4
2020-12-30,ACTIVE,1
2020-06-09,DIED,12
2021-03-30,ACTIVE,16
2020-12-10,ACTIVE,8
2020-11-20,ACTIVE,10
2020-10-03,ACTIVE,8
2020-05-23,DIED,15
2020-05-14,ACTIVE,2
2021-07-20,ACTIVE,16
2021-02-03,ACTIVE,5
2021-06-23,ACTIVE,6
2020-10-17,ACTIVE,5
2021-01-04,ACTIVE,4
2020-05-16,DIED,8
2020-12-04,ACTIVE,4
2021-03-11,ACTIVE,8
2020-10-08,ACTIVE,10
2021-02-13,ACTIVE,5
2020-09-20,ACTIVE,3
2021-02-10,ACTIVE,6
2020-04-21,DIED,5
2020-10-27,ACTIVE,4
2021-06-09,ACTIVE,10
2020-04-07,DIED,10
2020-08-27,ACTIVE,6
2021-06-30,ACTIVE,15
2020-03-27,ACTIVE,1
2020-09-02,ACTIVE,5
2020-11-23,ACTIVE,6
2020-12-05,ACTIVE,4
2020-11-24,DIED,14
2020-06-29,ACTIVE,3
2020-07-04,ACTIVE,10
2020-11-06,ACTIVE,8
2020-11-04,ACTIVE,5
2021-04-01,ACTIVE,14
2020-03-11,DIED,3
2020-12-07,ACTIVE,3
2021-02-15,ACTIVE,4
2020-03-08,RECOVERED,3
2021-02-23,ACTIVE,9
2020-08-18,ACTIVE,8
2021-03-16,ACTIVE,7
2020-10-09,ACTIVE,17
2021-05-16,ACTIVE,9
2020-07-15,ACTIVE,1
2020-08-11,ACTIVE,6
2020-08-21,ACTIVE,10
2021-04-11,ACTIVE,12
2020-07-28,ACTIVE,4
2020-04-05,ACTIVE,1
2020-07-13,ACTIVE,4
2020-07-09,ACTIVE,4
2020-11-05,ACTIVE,3
2021-03-14,ACTIVE,10
2021-05-01,ACTIVE,18
2020-07-03,ACTIVE,5
2020-11-10,ACTIVE,4
2020-07-06,ACTIVE,6
2021-03-27,ACTIVE,9
2021-07-17,ACTIVE,11
2021-06-24,ACTIVE,12
2021-04-22,ACTIVE,10
2021-03-01,ACTIVE,14
2020-12-13,ACTIVE,4
2020-10-25,ACTIVE,10
2020-11-27,ACTIVE,2
2020-05-30,ACTIVE,4
2020-03-29,ACTIVE,2
2020-04-25,DIED,7
2021-01-06,ACTIVE,8
2021-04-14,ACTIVE,19
2021-05-04,ACTIVE,8
2020-03-19,DIED,3
2021-04-30,ACTIVE,13
2020-10-05,ACTIVE,4
2021-02-26,ACTIVE,9
2021-01-27,ACTIVE,3
2020-09-01,ACTIVE,2
2021-03-08,ACTIVE,5
2020-12-19,ACTIVE,6
2020-07-14,ACTIVE,5
2021-07-18,ACTIVE,13
2020-05-02,DIED,5
2020-10-20,ACTIVE,4
2020-08-28,ACTIVE,9
2020-10-28,ACTIVE,9
2020-06-26,ACTIVE,6
2021-05-15,ACTIVE,14
2020-02-05,RECOVERED,1
2020-12-20,ACTIVE,10
2020-06-05,DIED,8
2020-03-15,DIED,5
2020-05-22,DIED,4
2020-09-14,ACTIVE,3
2020-04-22,DIED,5
2020-05-09,ACTIVE,1
2020-12-23,ACTIVE,3
2021-03-20,ACTIVE,6
2021-02-06,ACTIVE,3
2020-03-06,DIED,1
2020-09-19,ACTIVE,3
2020-03-20,DIED,1
2020-12-31,ACTIVE,3
2020-10-19,ACTIVE,7
2020-03-31,ACTIVE,4
2020-06-17,ACTIVE,3
2020-03-13,DIED,2
2020-07-27,ACTIVE,6
2020-11-17,ACTIVE,8
2021-03-02,ACTIVE,3
2020-09-21,ACTIVE,2
2020-10-23,ACTIVE,1
2021-01-31,ACTIVE,2
2020-06-02,ACTIVE,1
2020-09-09,ACTIVE,8
2021-01-29,ACTIVE,7
2020-05-25,ACTIVE,1
2020-07-22,ACTIVE,5
2021-02-04,ACTIVE,2
2021-01-23,ACTIVE,1
2020-03-17,DIED,7
2021-02-18,ACTIVE,2
2021-01-26,ACTIVE,2
2020-11-28,ACTIVE,4
2020-07-10,ACTIVE,5
2020-04-30,ACTIVE,2
2020-03-24,ACTIVE,1
2021-02-14,ACTIVE,2
2020-06-10,ACTIVE,2
2021-01-22,ACTIVE,1
2020-05-12,ACTIVE,1
2021-02-17,ACTIVE,4
2021-01-03,ACTIVE,3
2020-05-02,ACTIVE,1
2021-07-13,ACTIVE,3
2020-05-05,ACTIVE,1
2020-04-07,ACTIVE,1
2020-07-07,ACTIVE,3
2020-12-18,ACTIVE,7
2020-08-31,ACTIVE,4
2020-12-29,ACTIVE,3
2020-09-06,ACTIVE,5
2021-03-18,ACTIVE,5
2021-07-16,ACTIVE,12
2020-03-09,DIED,2
2020-07-02,DIED,5
2020-02-03,DIED,1
2020-10-22,ACTIVE,5
2021-03-09,ACTIVE,1
2021-05-26,ACTIVE,2
2021-05-25,ACTIVE,1
2020-09-22,ACTIVE,1
2020-10-06,ACTIVE,7
2020-04-01,ACTIVE,2
2020-05-01,ACTIVE,1
2020-05-08,ACTIVE,1
2020-06-07,ACTIVE,2
2021-08-16,DIED,1
2021-01-01,ACTIVE,1
2020-12-26,ACTIVE,4
2020-05-24,ACTIVE,2
2020-12-03,ACTIVE,6
2020-09-12,ACTIVE,3
2021-01-02,ACTIVE,2
2020-11-14,ACTIVE,1
2021-01-25,ACTIVE,2
2020-06-13,ACTIVE,1
2020-06-21,ACTIVE,1
2020-05-26,ACTIVE,1
2021-02-07,ACTIVE,3
2020-01-30,RECOVERED,1
2021-03-10,ACTIVE,3
2020-05-28,ACTIVE,1
2020-04-18,ACTIVE,1
2020-11-15,ACTIVE,1
2021-02-05,ACTIVE,1
2020-03-12,RECOVERED,2
2020-04-12,ACTIVE,1
2021-02-01,ACTIVE,1
2020-03-28,ACTIVE,1
2021-02-16,ACTIVE,3
2020-04-10,ACTIVE,1
2021-02-22,ACTIVE,2
2020-06-03,ACTIVE,1
2020-03-08,DIED,1
